time,Id_Smart_Capteur,Humidite,Pression,PM10,PM2.5,Temperature
2021-12-13 20:23:52,Arg12b1f,47.91504,971.9438,3.6,2.0,16.23
2021-12-13 20:28:57,Arg12b1f,47.85156,971.993,3.2,2.3,16.11
2021-12-13 20:34:04,Arg12b1f,47.50977,971.9847,4.0,3.2,16.13
2021-12-13 20:39:07,Arg12b1f,47.62891,971.9581,4.4,2.7,15.88
2021-12-13 20:44:12,Arg12b1f,47.63965,971.9324,3.3,2.3,15.79
2021-12-13 20:49:16,Arg12b1f,48.20898,971.9582,3.7,2.4,15.78
2021-12-13 20:54:20,Arg12b1f,48.16211,971.9869,4.2,2.6,15.9
2021-12-13 20:59:26,Arg12b1f,47.62402,972.0449,3.1,2.4,15.91
2021-12-13 21:04:31,Arg12b1f,47.88965,972.0276,3.8,2.4,15.83
2021-12-13 21:09:35,Arg12b1f,48.0918,972.0527,2.7,1.8,15.79
2021-12-13 21:14:41,Arg12b1f,48.0,972.0997,2.3,1.4,15.93
2021-12-13 21:19:44,Arg12b1f,47.61719,972.0208,1.4,1.1,15.85
2021-12-13 21:24:49,Arg12b1f,47.75879,972.0176,1.3,1.2,15.8
2021-12-13 21:29:54,Arg12b1f,47.59668,972.0639,1.2,1.1,15.84
2021-12-13 21:34:59,Arg12b1f,47.69629,972.0845,1.8,1.3,15.85
2021-12-13 21:40:03,Arg12b1f,47.68359,972.0748,1.2,1.1,15.74
2021-12-13 21:45:08,Arg12b1f,47.48535,972.0283,3.2,1.3,15.82
2021-12-13 21:50:13,Arg12b1f,47.66992,972.021,1.6,1.3,15.71
2021-12-13 21:55:18,Arg12b1f,47.91602,972.0309,2.2,1.4,15.71
2021-12-13 22:00:23,Arg12b1f,47.88867,972.1172,2.3,1.9,15.73
2021-12-13 22:05:27,Arg12b1f,47.58984,972.1189,1.9,1.7,15.6
2021-12-13 22:10:32,Arg12b1f,47.56934,972.1014,2.2,1.2,15.59
2021-12-13 22:15:38,Arg12b1f,47.50293,972.0942,3.2,2.1,15.43
2021-12-13 22:20:41,Arg12b1f,47.43652,972.1193,4.4,2.9,15.54
2021-12-13 22:25:46,Arg12b1f,47.74316,972.1537,2.8,2.0,15.47
2021-12-13 22:30:52,Arg12b1f,47.59375,972.1242,1.9,1.4,15.45
2021-12-13 22:35:55,Arg12b1f,47.44629,972.2054,1.9,1.4,15.45
2021-12-13 22:41:00,Arg12b1f,47.4248,972.236,1.4,1.3,15.43
2021-12-13 22:46:05,Arg12b1f,47.48926,972.2704,1.7,1.2,15.49
2021-12-13 22:51:10,Arg12b1f,46.73926,972.3157,1.3,1.1,15.45
2021-12-13 22:56:14,Arg12b1f,46.4375,972.3395,1.2,1.1,15.58
2021-12-13 23:01:19,Arg12b1f,47.03613,972.3825,3.7,1.9,15.38
2021-12-13 23:06:24,Arg12b1f,47.49707,972.4886,2.7,2.0,15.1
2021-12-13 23:11:29,Arg12b1f,47.4248,972.4072,1.2,1.1,15.15
2021-12-13 23:16:33,Arg12b1f,47.19727,972.46,1.3,1.2,15.06
2021-12-13 23:21:38,Arg12b1f,47.25781,972.5016,1.8,1.1,15.16
2021-12-13 23:26:43,Arg12b1f,47.55469,972.5148,1.1,1.0,15.18
2021-12-13 23:31:48,Arg12b1f,47.00977,972.5209,1.4,1.3,15.24
2021-12-13 23:36:53,Arg12b1f,47.32422,972.5604,8.6,3.9,15.14
2021-12-13 23:41:58,Arg12b1f,47.40039,972.5331,7.9,3.3,15.12
2021-12-13 23:47:02,Arg12b1f,47.28906,972.5517,4.4,2.5,15.08
2021-12-13 23:52:07,Arg12b1f,47.14551,972.5374,2.3,1.4,14.94
2021-12-13 23:57:12,Arg12b1f,47.32813,972.5361,1.2,1.1,14.89
2021-12-14 00:02:17,Arg12b1f,47.03906,972.5889,0.8,0.8,14.77
2021-12-14 00:07:22,Arg12b1f,47.30957,972.6183,0.9,0.8,14.83
2021-12-14 00:12:27,Arg12b1f,47.36426,972.5704,1.4,1.1,14.96
2021-12-14 00:17:32,Arg12b1f,47.04297,972.5542,2.8,1.8,14.91
2021-12-14 00:22:37,Arg12b1f,47.18262,972.5471,3.3,2.3,14.83
2021-12-14 00:27:41,Arg12b1f,47.30469,972.593,1.2,1.1,14.78
2021-12-14 00:32:46,Arg12b1f,46.84473,972.6124,1.4,1.2,14.88
2021-12-14 00:37:51,Arg12b1f,47.2334,972.6605,4.4,2.3,15.02
2021-12-14 00:42:56,Arg12b1f,47.02441,972.7029,2.5,1.7,15.0
2021-12-14 00:48:01,Arg12b1f,47.20703,972.6682,2.7,1.5,14.86
2021-12-14 00:53:06,Arg12b1f,47.09473,972.7067,1.4,1.2,14.65
2021-12-14 00:58:10,Arg12b1f,46.6543,972.6807,1.3,1.2,14.75
2021-12-14 01:03:15,Arg12b1f,47.0498,972.6508,4.3,3.1,14.59
2021-12-14 01:08:20,Arg12b1f,46.58008,972.6912,3.0,2.0,14.6
2021-12-14 01:13:25,Arg12b1f,47.06055,972.7725,1.9,1.4,14.6
2021-12-14 01:18:30,Arg12b1f,47.24609,972.7791,1.3,1.2,14.59
2021-12-14 01:23:35,Arg12b1f,47.00195,972.7595,1.5,1.4,14.51
2021-12-14 01:28:39,Arg12b1f,47.23145,972.7852,2.1,1.5,14.46
2021-12-14 01:33:44,Arg12b1f,46.91797,972.8125,1.2,1.1,14.46
2021-12-14 01:38:49,Arg12b1f,46.99512,972.8075,1.0,1.0,14.35
2021-12-14 01:43:54,Arg12b1f,47.33984,972.8323,0.9,0.9,14.47
2021-12-14 01:48:59,Arg12b1f,46.50391,972.9034,1.2,1.1,14.53
2021-12-14 01:54:03,Arg12b1f,47.22363,972.9344,1.4,1.0,14.49
2021-12-14 01:59:09,Arg12b1f,47.48535,972.9011,0.9,0.9,14.27
2021-12-14 02:04:13,Arg12b1f,47.21777,972.9433,1.0,1.0,14.33
2021-12-14 02:09:17,Arg12b1f,47.60938,972.9193,0.9,0.9,14.34
2021-12-14 02:14:24,Arg12b1f,47.18652,972.908,1.2,1.1,14.23
2021-12-14 02:19:27,Arg12b1f,47.46387,972.8351,1.7,1.3,14.08
2021-12-14 02:24:32,Arg12b1f,47.50586,972.8531,1.1,1.0,14.18
2021-12-14 02:29:37,Arg12b1f,47.43555,972.8647,1.3,1.1,14.26
2021-12-14 02:34:42,Arg12b1f,47.67676,972.8931,1.1,0.9,14.23
2021-12-14 02:39:46,Arg12b1f,47.47266,972.9185,0.9,0.9,14.33
2021-12-14 02:44:51,Arg12b1f,47.22949,972.8739,1.6,0.9,14.17
2021-12-14 02:49:56,Arg12b1f,47.46094,972.9327,1.1,1.0,14.23
2021-12-14 02:55:01,Arg12b1f,47.46289,972.932,1.2,1.0,14.15
2021-12-14 03:00:05,Arg12b1f,47.52637,972.947,1.0,1.0,14.1
2021-12-14 03:05:10,Arg12b1f,47.58398,972.9702,0.9,0.9,14.1
2021-12-14 03:10:15,Arg12b1f,47.37402,972.9866,0.8,0.8,13.87
2021-12-14 03:15:20,Arg12b1f,46.54785,972.9925,1.1,1.0,13.83
2021-12-14 03:20:25,Arg12b1f,47.08203,972.9653,1.1,1.0,13.81
2021-12-14 03:25:30,Arg12b1f,47.48438,972.9521,0.9,0.9,13.81
2021-12-14 03:30:35,Arg12b1f,47.64746,972.9263,0.7,0.7,13.87
2021-12-14 03:35:39,Arg12b1f,47.62402,972.933,0.7,0.7,13.93
2021-12-14 03:40:44,Arg12b1f,47.19238,972.9802,0.7,0.7,14.09
2021-12-14 03:45:49,Arg12b1f,47.23047,972.9766,0.7,0.7,14.08
2021-12-14 03:50:54,Arg12b1f,47.45215,972.9138,0.7,0.7,14.05
2021-12-14 03:55:58,Arg12b1f,47.50391,972.8989,0.7,0.7,13.99
2021-12-14 04:01:03,Arg12b1f,47.40918,972.899,0.7,0.7,13.75
2021-12-14 04:06:07,Arg12b1f,47.63672,972.8873,0.6,0.6,13.77
2021-12-14 04:11:12,Arg12b1f,47.71289,972.8502,0.7,0.7,13.66
2021-12-14 04:16:17,Arg12b1f,47.52051,972.8855,0.7,0.7,13.6
2021-12-14 04:21:22,Arg12b1f,47.40723,972.851,0.7,0.7,13.54
2021-12-14 04:26:27,Arg12b1f,47.83301,972.8283,0.8,0.8,13.51
2021-12-14 04:31:34,Arg12b1f,47.7373,972.8683,0.7,0.7,13.52
2021-12-14 04:36:36,Arg12b1f,47.94727,972.8635,0.8,0.8,13.75
2021-12-14 04:41:41,Arg12b1f,47.66016,972.8633,0.7,0.7,13.89
2021-12-14 04:46:46,Arg12b1f,47.46973,972.8758,0.7,0.7,13.86
2021-12-14 04:51:50,Arg12b1f,47.17773,972.8692,1.3,1.1,13.87
2021-12-14 04:56:55,Arg12b1f,46.80957,972.8172,0.9,0.9,13.81
2021-12-14 05:02:00,Arg12b1f,47.59082,972.7933,0.7,0.7,13.7
2021-12-14 05:07:05,Arg12b1f,47.32031,972.8287,0.6,0.6,13.74
2021-12-14 05:12:09,Arg12b1f,47.72363,972.8618,0.6,0.6,13.85
2021-12-14 05:17:14,Arg12b1f,47.39453,972.8583,0.7,0.7,13.79
2021-12-14 05:22:19,Arg12b1f,47.32129,972.8345,0.6,0.6,13.84
2021-12-14 05:27:24,Arg12b1f,47.3584,972.7999,0.6,0.6,13.82
2021-12-14 05:32:30,Arg12b1f,47.36426,972.9056,0.7,0.7,13.87
2021-12-14 05:37:33,Arg12b1f,46.76855,972.9031,1.5,1.2,13.88
2021-12-14 05:42:38,Arg12b1f,47.27734,972.9215,2.0,1.6,13.8
2021-12-14 05:47:43,Arg12b1f,47.21094,972.9182,2.3,1.8,13.81
2021-12-14 05:52:48,Arg12b1f,46.94922,972.8982,1.4,1.2,13.75
2021-12-14 05:57:53,Arg12b1f,46.93359,972.9394,0.9,0.9,13.69
2021-12-14 06:02:58,Arg12b1f,47.2959,972.9394,1.1,1.0,13.7
2021-12-14 06:08:03,Arg12b1f,47.17285,972.9761,1.1,1.0,13.81
2021-12-14 06:13:08,Arg12b1f,47.33887,972.9379,1.1,1.1,13.73
2021-12-14 06:18:12,Arg12b1f,45.7793,972.9692,1.8,1.2,13.79
2021-12-14 06:23:18,Arg12b1f,46.97266,973.0305,1.1,1.0,13.78
2021-12-14 06:28:22,Arg12b1f,47.0166,973.0911,1.0,0.9,13.91
2021-12-14 06:33:26,Arg12b1f,47.09473,973.1324,0.8,0.8,13.91
2021-12-14 06:38:32,Arg12b1f,47.0332,973.1503,0.8,0.8,13.8
2021-12-14 06:43:36,Arg12b1f,46.94727,973.2258,0.7,0.7,13.73
2021-12-14 06:48:40,Arg12b1f,46.8916,973.3225,0.7,0.7,13.76
2021-12-14 06:53:45,Arg12b1f,46.96289,973.3391,0.7,0.7,13.87
2021-12-14 06:58:51,Arg12b1f,47.0918,973.4651,0.6,0.6,13.9
2021-12-14 07:03:54,Arg12b1f,47.18262,973.5195,0.7,0.7,13.83
2021-12-14 07:08:59,Arg12b1f,46.49805,973.5378,0.8,0.8,13.92
2021-12-14 07:14:04,Arg12b1f,46.96289,973.6345,0.9,0.9,13.97
2021-12-14 07:19:09,Arg12b1f,47.01563,973.6588,0.6,0.6,14.0
2021-12-14 07:24:14,Arg12b1f,46.54004,973.666,0.9,0.9,13.86
2021-12-14 07:29:19,Arg12b1f,46.96484,973.7559,1.0,1.0,13.89
2021-12-14 07:34:24,Arg12b1f,46.06934,973.8229,1.5,1.4,13.76
2021-12-14 07:39:29,Arg12b1f,46.83496,973.8725,1.4,1.2,13.78
2021-12-14 07:44:34,Arg12b1f,46.78516,973.9227,0.8,0.8,13.67
2021-12-14 07:50:01,Arg12b1f,46.7168,973.8759,0.7,0.7,13.5
2021-12-14 07:56:46,Arg12b1f,46.04297,973.9567,1.2,1.0,13.69
2021-12-14 08:01:50,Arg12b1f,46.86328,973.9633,0.9,0.9,13.67
2021-12-14 08:06:57,Arg12b1f,46.65039,973.9001,0.9,0.9,13.59
2021-12-14 08:12:00,Arg12b1f,46.81836,973.9459,0.9,0.9,13.62
2021-12-14 08:17:05,Arg12b1f,46.87793,973.9895,0.9,0.9,13.53
2021-12-14 08:22:09,Arg12b1f,46.84766,973.8806,0.7,0.7,13.63
2021-12-14 08:27:14,Arg12b1f,46.33301,973.9029,1.1,0.7,13.65
2021-12-14 08:32:19,Arg12b1f,46.61426,973.9437,1.1,1.0,13.73
2021-12-14 08:37:47,Arg12b1f,46.00977,973.9571,1.1,1.1,13.83
2021-12-14 08:44:51,Arg12b1f,45.5293,973.9708,8.7,6.4,14.11
2021-12-14 08:51:38,Arg12b1f,46.24219,974.0097,2.4,1.8,14.1
2021-12-14 08:56:45,Arg12b1f,46.45508,974.0326,2.1,1.8,14.07
2021-12-14 09:01:49,Arg12b1f,46.79785,973.9483,1.5,1.4,14.17
2021-12-14 09:06:54,Arg12b1f,46.7207,973.9995,2.6,2.1,14.08
2021-12-14 09:11:59,Arg12b1f,46.625,973.9227,1.1,1.1,14.01
2021-12-14 09:17:03,Arg12b1f,46.9043,973.9127,0.9,0.9,14.06
2021-12-14 09:22:28,Arg12b1f,46.27832,973.9044,12.5,7.0,14.15
2021-12-14 09:29:18,Arg12b1f,45.92285,973.9302,9.0,4.8,14.42
2021-12-14 09:34:20,Arg12b1f,47.00488,973.8823,5.9,3.9,14.54
2021-12-14 09:39:27,Arg12b1f,46.24121,973.94,5.3,3.5,14.74
2021-12-14 09:44:29,Arg12b1f,45.10156,973.9534,6.4,4.1,15.01
2021-12-14 09:49:36,Arg12b1f,45.0918,973.9878,8.2,4.6,15.39
2021-12-14 09:54:38,Arg12b1f,46.33887,974.0408,4.4,3.1,15.67
2021-12-14 09:59:45,Arg12b1f,46.3457,974.0637,5.1,3.6,16.11
2021-12-14 10:04:48,Arg12b1f,46.2207,974.0953,6.5,4.7,16.23
2021-12-14 10:09:53,Arg12b1f,45.68945,974.118,4.9,3.7,17.0
2021-12-14 10:14:58,Arg12b1f,45.36816,974.0594,6.4,4.6,17.52
2021-12-14 10:20:03,Arg12b1f,44.81836,974.0407,10.7,7.0,17.94
2021-12-14 10:25:08,Arg12b1f,43.4209,974.0633,6.9,5.3,18.21
2021-12-14 10:30:13,Arg12b1f,42.79883,974.0658,4.6,2.8,18.54
2021-12-14 10:35:17,Arg12b1f,41.1123,974.1838,7.4,4.7,18.29
2021-12-14 10:40:22,Arg12b1f,44.66309,974.1685,7.3,4.5,18.26
2021-12-14 10:45:27,Arg12b1f,42.88281,974.1884,6.7,4.8,18.37
2021-12-14 10:50:32,Arg12b1f,44.41992,974.1563,4.4,2.8,18.5
2021-12-14 10:55:36,Arg12b1f,45.19727,974.1749,3.4,2.3,18.85
2021-12-14 11:00:41,Arg12b1f,45.51367,974.1495,3.1,2.2,19.32
2021-12-14 11:05:48,Arg12b1f,44.11719,974.1353,5.5,2.7,19.73
2021-12-14 11:10:51,Arg12b1f,42.79688,974.0561,4.7,2.7,19.84
2021-12-14 11:15:55,Arg12b1f,44.5752,973.9641,5.2,2.9,20.14
2021-12-14 11:20:59,Arg12b1f,44.34961,973.9255,4.4,3.0,20.48
2021-12-14 11:26:04,Arg12b1f,37.64453,973.8158,17.0,8.8,20.52
2021-12-14 11:31:08,Arg12b1f,42.94043,973.8004,17.8,10.7,20.72
2021-12-14 11:36:12,Arg12b1f,44.33789,973.7498,12.0,8.3,21.06
2021-12-14 11:41:17,Arg12b1f,44.18457,973.6501,6.3,4.0,21.42
2021-12-14 11:46:21,Arg12b1f,41.20996,973.5572,3.6,2.3,21.6
2021-12-14 11:51:26,Arg12b1f,40.04395,973.3781,9.8,6.4,21.62
2021-12-14 11:56:30,Arg12b1f,35.25977,973.3077,3.5,2.5,21.63
2021-12-14 12:01:34,Arg12b1f,41.88184,973.2925,3.6,2.4,21.85
2021-12-14 12:06:38,Arg12b1f,37.54395,973.2184,6.4,3.5,22.18
2021-12-14 12:11:43,Arg12b1f,36.07617,973.2092,4.4,3.0,22.1
2021-12-14 12:16:48,Arg12b1f,40.19922,973.2692,6.0,3.7,22.24
2021-12-14 12:21:53,Arg12b1f,42.56445,973.2544,4.9,4.0,22.31
2021-12-14 12:26:58,Arg12b1f,43.09082,973.1237,4.2,3.1,22.58
2021-12-14 12:32:04,Arg12b1f,43.47754,973.0803,4.9,3.2,22.76
2021-12-14 12:37:08,Arg12b1f,37.36035,973.0105,5.9,4.0,22.85
2021-12-14 12:42:12,Arg12b1f,42.21094,973.0224,3.7,2.8,23.01
2021-12-14 12:47:16,Arg12b1f,41.9834,973.0193,4.6,2.5,23.15
2021-12-14 12:52:21,Arg12b1f,42.01563,972.9877,4.1,2.7,23.27
2021-12-14 12:57:26,Arg12b1f,43.23828,972.9185,3.0,2.4,23.39
2021-12-14 13:02:30,Arg12b1f,42.91016,972.9051,3.7,2.7,23.51
2021-12-14 13:07:35,Arg12b1f,41.03906,972.9164,3.3,2.1,23.55
2021-12-14 13:12:40,Arg12b1f,34.18555,972.9073,2.8,2.4,23.55
2021-12-14 13:17:45,Arg12b1f,31.55859,972.8605,3.5,2.0,23.48
2021-12-14 13:22:50,Arg12b1f,38.82715,972.8956,3.4,2.1,23.48
2021-12-14 13:27:55,Arg12b1f,38.41406,972.8395,3.2,2.0,23.58
2021-12-14 13:32:59,Arg12b1f,38.7666,972.8376,2.9,1.6,23.7
2021-12-14 13:38:04,Arg12b1f,26.37598,972.7838,2.5,1.7,23.77
2021-12-14 13:43:09,Arg12b1f,28.64746,972.7481,2.8,1.7,23.86
2021-12-14 13:48:13,Arg12b1f,36.50488,972.6786,2.5,1.5,23.91
2021-12-14 13:53:18,Arg12b1f,35.79199,972.6213,1.8,1.4,24.05
2021-12-14 13:58:23,Arg12b1f,34.7793,972.6011,4.4,2.2,24.2
2021-12-14 14:03:27,Arg12b1f,39.67285,972.5228,5.4,3.0,24.31
2021-12-14 14:08:32,Arg12b1f,39.5,972.4647,2.5,1.7,24.41
2021-12-14 14:13:36,Arg12b1f,40.65137,972.472,11.0,6.8,24.46
2021-12-14 14:18:40,Arg12b1f,41.11621,972.4292,4.6,3.2,24.49
2021-12-14 14:23:45,Arg12b1f,40.64453,972.4066,2.3,1.7,24.51
2021-12-14 14:28:50,Arg12b1f,40.8291,972.3947,1.7,1.4,24.55
2021-12-14 14:33:55,Arg12b1f,40.69141,972.3589,1.5,1.2,24.58
2021-12-14 14:38:59,Arg12b1f,41.03809,972.36,3.3,2.3,24.64
2021-12-14 14:44:04,Arg12b1f,41.12891,972.3383,3.7,2.4,24.63
2021-12-14 14:49:08,Arg12b1f,38.28809,972.3209,9.9,6.7,24.57
2021-12-14 14:54:13,Arg12b1f,36.67188,972.3557,6.0,3.6,24.48
2021-12-14 14:59:18,Arg12b1f,34.73047,972.3776,7.2,4.9,24.48
2021-12-14 15:04:23,Arg12b1f,33.36914,972.3853,10.0,6.8,24.45
2021-12-14 15:09:28,Arg12b1f,30.16699,972.3754,5.8,3.8,24.46
2021-12-14 15:14:33,Arg12b1f,34.56152,972.4461,6.4,3.8,24.38
2021-12-14 15:19:38,Arg12b1f,31.98633,972.4504,4.1,2.0,24.41
2021-12-14 15:24:42,Arg12b1f,33.76074,972.4745,6.3,3.6,24.3
2021-12-14 15:29:48,Arg12b1f,34.20605,972.4391,5.1,2.8,24.35
2021-12-14 15:34:52,Arg12b1f,36.86133,972.4739,3.8,2.5,24.34
2021-12-14 15:39:57,Arg12b1f,38.66211,972.5028,3.1,1.7,24.35
2021-12-14 15:45:01,Arg12b1f,33.83496,972.554,2.8,1.7,24.35
2021-12-14 15:50:07,Arg12b1f,36.33496,972.5779,2.8,1.7,24.29
2021-12-14 15:55:11,Arg12b1f,38.55859,972.5696,4.6,2.6,24.21
2021-12-14 16:00:16,Arg12b1f,39.36914,972.6,2.0,1.6,24.05
2021-12-14 16:05:24,Arg12b1f,41.49414,972.6474,3.5,2.1,23.92
2021-12-14 16:10:25,Arg12b1f,41.79395,972.7715,1.8,1.4,23.58
2021-12-14 16:15:30,Arg12b1f,42.17383,972.8105,1.8,1.5,23.15
2021-12-14 16:20:35,Arg12b1f,42.63281,972.8631,2.2,1.4,22.81
2021-12-14 16:25:40,Arg12b1f,42.81152,972.9172,2.4,1.5,22.49
2021-12-14 16:30:44,Arg12b1f,43.18848,973.0209,3.4,1.7,22.25
2021-12-14 16:35:50,Arg12b1f,43.4873,973.003,3.5,2.2,21.94
2021-12-14 16:40:53,Arg12b1f,43.55957,973.0497,2.6,1.9,21.65
2021-12-14 16:45:59,Arg12b1f,44.1416,973.0991,8.7,6.7,21.29
2021-12-14 16:51:03,Arg12b1f,44.24902,973.1738,3.1,2.2,21.07
2021-12-14 16:56:56,Arg12b2f,41.32617,973.5651,3.4,2.1,22.85
2021-12-14 17:02:03,Arg12b2f,44.88184,973.6117,3.0,2.0,20.92
2021-12-14 17:07:07,Arg12b2f,46.1084,973.7042,2.9,1.9,20.23
2021-12-14 17:12:12,Arg12b2f,46.63867,973.7416,3.1,2.0,19.79
2021-12-14 17:17:16,Arg12b2f,47.0127,973.723,3.0,2.1,19.46
2021-12-14 17:22:20,Arg12b2f,47.02734,973.7511,3.7,2.3,19.14
2021-12-14 17:27:26,Arg12b2f,47.11035,973.8787,2.9,1.9,18.82
2021-12-14 17:32:30,Arg12b2f,47.35449,973.8968,4.2,2.2,18.56
2021-12-14 17:37:34,Arg12b2f,47.54004,973.9103,4.9,2.7,18.3
2021-12-14 17:42:39,Arg12b2f,48.00391,973.9459,4.3,2.6,18.11
2021-12-14 17:47:43,Arg12b2f,48.34668,974.0363,4.7,2.6,17.96
2021-12-14 17:52:48,Arg12b2f,48.48535,974.0375,5.0,2.9,17.89
2021-12-14 17:57:53,Arg12b2f,48.33984,974.012,4.3,2.8,17.81
2021-12-14 18:02:58,Arg12b2f,47.60254,973.9901,4.3,2.9,17.62
2021-12-14 18:08:02,Arg12b2f,48.02148,973.9995,5.7,3.2,17.37
2021-12-14 18:13:07,Arg12b2f,47.94531,974.0044,4.3,3.0,17.11
2021-12-14 18:18:11,Arg12b2f,48.11523,973.9905,3.9,2.6,16.99
2021-12-14 18:23:15,Arg12b2f,48.07422,974.0424,4.7,2.8,16.88
2021-12-14 18:28:20,Arg12b2f,47.37988,974.055,5.2,2.7,16.72
2021-12-14 18:33:24,Arg12b2f,45.63574,974.0739,7.0,4.3,16.6
2021-12-14 18:38:28,Arg12b2f,47.66309,974.0633,8.2,5.6,16.56
2021-12-14 18:43:34,Arg12b2f,47.49609,974.0328,8.6,5.2,16.54
2021-12-14 18:48:38,Arg12b2f,45.9248,974.0083,7.3,4.4,16.58
2021-12-14 18:53:42,Arg12b2f,46.55273,974.0189,11.3,7.1,16.67
2021-12-14 18:58:48,Arg12b2f,47.47559,974.081,9.8,5.9,16.8
2021-12-14 19:03:53,Arg12b2f,47.68164,974.0931,15.7,9.1,16.91
2021-12-14 19:08:57,Arg12b2f,47.54395,974.1175,6.7,4.0,16.89
2021-12-14 19:14:02,Arg12b2f,47.1543,974.1547,6.2,3.6,16.77
2021-12-14 19:19:06,Arg12b2f,46.25,974.1323,6.4,3.8,16.55
2021-12-14 19:24:10,Arg12b2f,47.85059,974.1986,4.2,2.9,16.51
2021-12-14 19:29:15,Arg12b2f,47.01172,974.283,6.0,3.7,16.34
2021-12-14 19:34:19,Arg12b2f,48.06738,974.2838,4.1,3.1,16.28
2021-12-14 19:39:23,Arg12b2f,48.3291,974.265,3.6,2.5,16.29
2021-12-14 19:44:28,Arg12b2f,48.40332,974.2617,5.8,3.4,16.26
2021-12-14 19:49:34,Arg12b2f,48.25781,974.2449,7.3,4.6,16.34
2021-12-14 19:54:39,Arg12b2f,47.93457,974.312,5.9,3.9,16.31
2021-12-15 08:58:53,Arg12b2f,85.48828,975.2311,5.4,3.5,5.68
2021-12-15 08:59:14,Arg12b1f,83.2002,974.491,5.4,3.1,5.51
2021-12-15 09:03:59,Arg12b2f,74.09766,975.1498,3.1,2.4,8.87
2021-12-15 09:09:05,Arg12b2f,65.66309,975.0449,7.9,3.9,11.26
2021-12-15 09:14:09,Arg12b2f,61.16895,975.0101,2.3,1.9,12.63
2021-12-15 09:19:14,Arg12b2f,58.5459,974.9745,2.4,1.7,13.36
2021-12-15 09:20:12,Arg12b1f,47.58887,974.287,0.9,0.9,15.68
2021-12-15 09:24:20,Arg12b2f,57.32129,974.9398,1.6,1.4,13.88
2021-12-15 09:29:24,Arg12b2f,56.29688,975.0406,1.5,1.3,14.33
2021-12-15 09:34:29,Arg12b2f,55.52539,975.0117,40.9,22.7,14.83
2021-12-15 09:40:54,Arg12b2f,55.97168,975.0276,24.4,15.0,14.79
2021-12-15 09:46:00,Arg12b2f,54.50293,975.0422,15.4,8.8,15.42
2021-12-15 09:51:04,Arg12b2f,53.93066,975.0356,13.7,7.3,15.86
2021-12-15 09:55:17,Arg12b1f,31.92578,974.6688,20.0,9.2,18.39
2021-12-15 09:56:10,Arg12b2f,53.18359,975.0389,12.2,6.3,16.37
2021-12-15 10:00:23,Arg12b1f,25.28613,974.6373,15.6,8.3,22.48
2021-12-15 10:01:15,Arg12b2f,53.00391,975.0786,10.3,6.1,16.72
2021-12-15 10:05:42,Arg12b1f,55.37793,974.5681,13.1,8.7,15.25
2021-12-15 10:06:19,Arg12b2f,52.48633,975.043,11.3,6.0,17.0
2021-12-15 10:10:49,Arg12b1f,52.7627,974.4447,7.2,5.1,17.06
2021-12-15 10:11:24,Arg12b2f,52.24219,975.0726,10.0,6.3,17.38
2021-12-15 10:15:53,Arg12b1f,47.61816,974.4362,8.5,6.1,17.6
2021-12-15 10:16:29,Arg12b2f,50.25781,975.0181,10.9,7.1,17.54
2021-12-15 10:21:00,Arg12b1f,48.16992,974.4411,10.2,7.2,17.96
2021-12-15 10:21:33,Arg12b2f,50.70801,975.0519,11.5,7.8,17.92
2021-12-15 10:26:03,Arg12b1f,42.31348,974.4747,8.0,5.8,18.22
2021-12-15 10:26:39,Arg12b2f,49.69043,975.0885,8.9,6.1,18.01
2021-12-15 10:31:08,Arg12b1f,46.75488,974.5061,6.8,5.2,18.29
2021-12-15 10:31:43,Arg12b2f,50.44238,975.0762,6.9,5.1,18.31
2021-12-15 10:36:12,Arg12b1f,47.24805,974.4673,6.7,4.6,18.66
2021-12-15 10:36:52,Arg12b2f,50.0625,975.1152,7.7,5.4,18.82
2021-12-15 10:41:17,Arg12b1f,39.30176,974.4269,6.7,5.2,18.87
2021-12-15 10:41:53,Arg12b2f,48.16797,975.0856,8.2,5.0,19.0
2021-12-15 10:46:23,Arg12b1f,44.1748,974.4372,5.7,4.7,18.92
2021-12-15 10:46:57,Arg12b2f,49.23145,975.0561,7.6,4.8,19.2
2021-12-15 10:51:26,Arg12b1f,46.21777,974.5034,7.5,5.9,19.22
2021-12-15 10:52:03,Arg12b2f,49.43652,975.0881,8.5,5.8,19.48
2021-12-15 10:56:31,Arg12b1f,46.66211,974.5291,7.5,5.4,19.5
2021-12-15 10:57:07,Arg12b2f,49.12695,975.0633,8.1,5.7,19.84
2021-12-15 11:01:40,Arg12b1f,46.3916,974.4752,4.3,3.5,19.85
2021-12-15 11:02:12,Arg12b2f,48.55078,975.0072,5.9,4.1,20.19
2021-12-15 11:06:41,Arg12b1f,46.59668,974.3845,8.0,6.1,20.1
2021-12-15 11:07:18,Arg12b2f,48.18359,974.9662,9.7,6.5,20.49
2021-12-15 11:11:46,Arg12b1f,45.58105,974.3734,6.0,4.6,20.36
2021-12-15 11:12:23,Arg12b2f,47.67871,974.9445,7.7,5.0,20.69
2021-12-15 11:16:51,Arg12b1f,45.20801,974.3309,5.3,4.5,20.61
2021-12-15 11:17:27,Arg12b2f,47.21875,974.9486,6.5,4.8,20.95
2021-12-15 11:21:56,Arg12b1f,43.75879,974.3067,7.3,6.1,20.74
